Temp,logg,[Fe/H],Alpha,Band,Resolution,vsini,Sampling,Quality,Cond1,Cond2,Cond3,correctflag
 4200, 5.0, -0.5, 0.0, 0.9,  80000,  1.0, 3.0,   3499,   8.6,  14.3,   8.9, 0
 4200, 5.0, -0.5, 0.0, 0.9,  80000,  5.0, 3.0,   2117,  14.2,  23.9,  14.7, 0
 4200, 5.0, -0.5, 0.0, 0.9,  80000, 10.0, 3.0,   1210,  24.7,  40.5,  25.5, 0
 4200, 5.0, -0.5, 0.0, 1.25,  80000,  1.0, 3.0,   1843,  16.1,  57.8,  17.0, 0
 4200, 5.0, -0.5, 0.0, 1.25,  80000,  5.0, 3.0,   1158,  25.7, 110.2,  27.0, 0
 4200, 5.0, -0.5, 0.0, 1.25,  80000, 10.0, 3.0,    689,  43.0, 214.9,  45.4, 0
 4200, 5.0, -0.5, 0.0, 1.65,  80000,  1.0, 3.0,   2895,   9.9,  16.6,  10.2, 0
 4200, 5.0, -0.5, 0.0, 1.65,  80000,  5.0, 3.0,   1864,  15.4,  25.9,  15.8, 0
 4200, 5.0, -0.5, 0.0, 1.65,  80000, 10.0, 3.0,   1067,  26.7,  45.6,  27.6, 0
 4200, 5.0, -0.5, 0.0, 2.2,  80000,  1.0, 3.0,   2584,  16.9,  80.2,  18.2, 0
 4200, 5.0, -0.5, 0.0, 2.2,  80000,  5.0, 3.0,   1454,  30.0, 132.6,  32.1, 0
 4200, 5.0, -0.5, 0.0, 2.2,  80000, 10.0, 3.0,    735,  59.1, 233.8,  63.3, 0
 4200, 5.0, -0.5, 0.0, 1.02,  80000,  1.0, 3.0,   3602,   9.2,  10.9,   9.4, 0
 4200, 5.0, -0.5, 0.0, 1.02,  80000,  5.0, 3.0,   1799,  18.5,  21.7,  18.7, 0
 4200, 5.0, -0.5, 0.0, 1.02,  80000, 10.0, 3.0,    844,  39.3,  46.4,  39.8, 0
 4200, 5.0, -0.5, 0.0, 0.9, 100000,  1.0, 3.0,   4065,   6.6,  10.9,   6.9, 0
 4200, 5.0, -0.5, 0.0, 0.9, 100000,  5.0, 3.0,   2223,  12.1,  20.3,  12.5, 0
 4200, 5.0, -0.5, 0.0, 0.9, 100000, 10.0, 3.0,   1232,  21.7,  35.6,  22.4, 0
 4200, 5.0, -0.5, 0.0, 1.25, 100000,  1.0, 3.0,   2135,  12.5,  42.2,  13.1, 0
 4200, 5.0, -0.5, 0.0, 1.25, 100000,  5.0, 3.0,   1213,  21.9,  92.4,  23.1, 0
 4200, 5.0, -0.5, 0.0, 1.25, 100000, 10.0, 3.0,    700,  37.8, 187.0,  39.9, 0
 4200, 5.0, -0.5, 0.0, 1.65, 100000,  1.0, 3.0,   3259,   7.9,  13.2,   8.1, 0
 4200, 5.0, -0.5, 0.0, 1.65, 100000,  5.0, 3.0,   1954,  13.1,  22.1,  13.5, 0
 4200, 5.0, -0.5, 0.0, 1.65, 100000, 10.0, 3.0,   1086,  23.5,  40.0,  24.2, 0
 4200, 5.0, -0.5, 0.0, 2.2, 100000,  1.0, 3.0,   3014,  12.9,  62.1,  13.9, 0
 4200, 5.0, -0.5, 0.0, 2.2, 100000,  5.0, 3.0,   1542,  25.3, 112.5,  27.1, 0
 4200, 5.0, -0.5, 0.0, 2.2, 100000, 10.0, 3.0,    751,  51.7, 204.9,  55.4, 0
 4200, 5.0, -0.5, 0.0, 1.02, 100000,  1.0, 3.0,   4471,   6.7,   7.8,   6.7, 0
 4200, 5.0, -0.5, 0.0, 1.02, 100000,  5.0, 3.0,   1922,  15.5,  18.2,  15.7, 0
 4200, 5.0, -0.5, 0.0, 1.02, 100000, 10.0, 3.0,    868,  34.2,  40.3,  34.6, 0
 4200, 5.0,  0.0, 0.0, 0.9,  60000,  1.0, 3.0,   3620,   9.7,  16.6,  10.1, 0
 4200, 5.0,  0.0, 0.0, 0.9,  60000,  5.0, 3.0,   2473,  14.1,  24.3,  14.7, 0
 4200, 5.0,  0.0, 0.0, 0.9,  60000, 10.0, 3.0,   1463,  23.8,  40.0,  24.6, 0
 4200, 5.0,  0.0, 0.0, 1.25,  60000,  1.0, 3.0,   2062,  16.7,  51.0,  17.6, 0
 4200, 5.0,  0.0, 0.0, 1.25,  60000,  5.0, 3.0,   1443,  23.8,  79.0,  25.0, 0
 4200, 5.0,  0.0, 0.0, 1.25,  60000, 10.0, 3.0,    880,  38.9, 143.9,  41.0, 0
 4200, 5.0,  0.0, 0.0, 1.65,  60000,  1.0, 3.0,   3541,   9.3,  15.7,   9.5, 0
 4200, 5.0,  0.0, 0.0, 1.65,  60000,  5.0, 3.0,   2493,  13.1,  22.3,  13.5, 0
 4200, 5.0,  0.0, 0.0, 1.65,  60000, 10.0, 3.0,   1482,  22.0,  37.4,  22.6, 0
 4200, 5.0,  0.0, 0.0, 2.2,  60000,  1.0, 3.0,   2932,  17.1,  81.2,  18.3, 0
 4200, 5.0,  0.0, 0.0, 2.2,  60000,  5.0, 3.0,   1906,  26.2, 118.6,  28.1, 0
 4200, 5.0,  0.0, 0.0, 2.2,  60000, 10.0, 3.0,   1044,  47.8, 193.4,  51.0, 0
 4200, 5.0,  0.0, 0.0, 1.02,  60000,  1.0, 3.0,   3663,  10.6,  12.6,  10.7, 0
 4200, 5.0,  0.0, 0.0, 1.02,  60000,  5.0, 3.0,   2227,  17.4,  20.8,  17.6, 0
 4200, 5.0,  0.0, 0.0, 1.02,  60000, 10.0, 3.0,   1128,  34.2,  41.3,  34.7, 0
 4200, 5.0,  0.0, 0.0, 0.9,  75000,  1.0, 3.0,   4361,   7.2,  12.3,   7.5, 0
 4200, 5.0,  0.0, 0.0, 0.9,  75000,  5.0, 3.0,   2675,  11.7,  20.1,  12.2, 0
 4200, 5.0,  0.0, 0.0, 0.9,  75000, 10.0, 3.0,   1507,  20.7,  34.5,  21.4, 0
 4200, 5.0,  0.0, 0.0, 1.25,  75000,  1.0, 3.0,   2463,  12.5,  36.9,  13.1, 0
 4200, 5.0,  0.0, 0.0, 1.25,  75000,  5.0, 3.0,   1555,  19.8,  64.5,  20.8, 0
 4200, 5.0,  0.0, 0.0, 1.25,  75000, 10.0, 3.0,    904,  33.9, 123.9,  35.7, 0
 4200, 5.0,  0.0, 0.0, 1.65,  75000,  1.0, 3.0,   4148,   7.1,  11.9,   7.3, 0
 4200, 5.0,  0.0, 0.0, 1.65,  75000,  5.0, 3.0,   2690,  10.9,  18.4,  11.2, 0
 4200, 5.0,  0.0, 0.0, 1.65,  75000, 10.0, 3.0,   1526,  19.1,  32.4,  19.7, 0
 4200, 5.0,  0.0, 0.0, 2.2,  75000,  1.0, 3.0,   3554,  12.6,  60.7,  13.6, 0
 4200, 5.0,  0.0, 0.0, 2.2,  75000,  5.0, 3.0,   2087,  21.5,  97.8,  23.0, 0
 4200, 5.0,  0.0, 0.0, 2.2,  75000, 10.0, 3.0,   1079,  41.4, 168.0,  44.2, 0
 4200, 5.0,  0.0, 0.0, 1.02,  75000,  1.0, 3.0,   4685,   7.4,   8.8,   7.5, 0
 4200, 5.0,  0.0, 0.0, 1.02,  75000,  5.0, 3.0,   2461,  14.1,  16.8,  14.3, 0
 4200, 5.0,  0.0, 0.0, 1.02,  75000, 10.0, 3.0,   1175,  29.4,  35.4,  29.8, 0
 4200, 5.0,  0.0, 0.0, 0.9,  80000,  1.0, 3.0,   4583,   6.6,  11.3,   6.9, 0
 4200, 5.0,  0.0, 0.0, 0.9,  80000,  5.0, 3.0,   2724,  11.1,  19.1,  11.6, 0
 4200, 5.0,  0.0, 0.0, 0.9,  80000, 10.0, 3.0,   1517,  19.9,  33.3,  20.6, 0
 4200, 5.0,  0.0, 0.0, 1.25,  80000,  1.0, 3.0,   2585,  11.5,  33.8,  12.1, 0
 4200, 5.0,  0.0, 0.0, 1.25,  80000,  5.0, 3.0,   1582,  18.8,  61.3,  19.8, 0
 4200, 5.0,  0.0, 0.0, 1.25,  80000, 10.0, 3.0,    910,  32.6, 119.2,  34.3, 0
 4200, 5.0,  0.0, 0.0, 1.65,  80000,  1.0, 3.0,   4320,   6.6,  11.1,   6.8, 0
 4200, 5.0,  0.0, 0.0, 1.65,  80000,  5.0, 3.0,   2738,  10.4,  17.5,  10.7, 0
 4200, 5.0,  0.0, 0.0, 1.65,  80000, 10.0, 3.0,   1537,  18.4,  31.2,  18.9, 0
 4200, 5.0,  0.0, 0.0, 2.2,  80000,  1.0, 3.0,   3734,  11.6,  56.1,  12.5, 0
 4200, 5.0,  0.0, 0.0, 2.2,  80000,  5.0, 3.0,   2131,  20.4,  92.9,  21.8, 0
 4200, 5.0,  0.0, 0.0, 2.2,  80000, 10.0, 3.0,   1087,  39.8, 161.5,  42.5, 0
 4200, 5.0,  0.0, 0.0, 1.02,  80000,  1.0, 3.0,   5008,   6.7,   8.0,   6.8, 0
 4200, 5.0,  0.0, 0.0, 1.02,  80000,  5.0, 3.0,   2520,  13.3,  15.9,  13.5, 0
 4200, 5.0,  0.0, 0.0, 1.02,  80000, 10.0, 3.0,   1187,  28.2,  34.0,  28.6, 0
 4200, 5.0,  0.0, 0.0, 0.9, 100000,  1.0, 3.0,   5352,   5.1,   8.7,   5.3, 0
 4200, 5.0,  0.0, 0.0, 0.9, 100000,  5.0, 3.0,   2866,   9.5,  16.2,   9.8, 0
 4200, 5.0,  0.0, 0.0, 0.9, 100000, 10.0, 3.0,   1546,  17.5,  29.2,  18.1, 0
 4200, 5.0,  0.0, 0.0, 1.25, 100000,  1.0, 3.0,   3009,   8.9,  25.1,   9.3, 0
 4200, 5.0,  0.0, 0.0, 1.25, 100000,  5.0, 3.0,   1661,  16.1,  51.6,  16.9, 0
 4200, 5.0,  0.0, 0.0, 1.25, 100000, 10.0, 3.0,    926,  28.6, 103.9,  30.1, 0
 4200, 5.0,  0.0, 0.0, 1.65, 100000,  1.0, 3.0,   4876,   5.2,   8.8,   5.4, 0
 4200, 5.0,  0.0, 0.0, 1.65, 100000,  5.0, 3.0,   2874,   8.8,  14.9,   9.1, 0
 4200, 5.0,  0.0, 0.0, 1.65, 100000, 10.0, 3.0,   1565,  16.2,  27.4,  16.6, 0
 4200, 5.0,  0.0, 0.0, 2.2, 100000,  1.0, 3.0,   4322,   9.0,  43.5,   9.7, 0
 4200, 5.0,  0.0, 0.0, 2.2, 100000,  5.0, 3.0,   2258,  17.2,  78.7,  18.4, 0
 4200, 5.0,  0.0, 0.0, 2.2, 100000, 10.0, 3.0,   1110,  34.8, 141.5,  37.2, 0
 4200, 5.0,  0.0, 0.0, 1.02, 100000,  1.0, 3.0,   6189,   4.9,   5.8,   4.9, 0
 4200, 5.0,  0.0, 0.0, 1.02, 100000,  5.0, 3.0,   2690,  11.2,  13.3,  11.3, 0
 4200, 5.0,  0.0, 0.0, 1.02, 100000, 10.0, 3.0,   1220,  24.5,  29.5,  24.8, 0
 4200, 5.0,  0.5, 0.0, 0.9,  60000,  1.0, 3.0,   4606,   7.7,  13.6,   8.0, 0
 4200, 5.0,  0.5, 0.0, 0.9,  60000,  5.0, 3.0,   3111,  11.4,  20.0,  11.9, 0
 4200, 5.0,  0.5, 0.0, 0.9,  60000, 10.0, 3.0,   1805,  19.6,  33.6,  20.3, 0
 4200, 5.0,  0.5, 0.0, 1.25,  60000,  1.0, 3.0,   2744,  12.6,  34.5,  13.2, 0
 4200, 5.0,  0.5, 0.0, 1.25,  60000,  5.0, 3.0,   1905,  18.1,  52.1,  19.0, 0
 4200, 5.0,  0.5, 0.0, 1.25,  60000, 10.0, 3.0,   1144,  30.0,  92.3,  31.5, 0
 4200, 5.0,  0.5, 0.0, 1.65,  60000,  1.0, 3.0,   4697,   7.0,  11.9,   7.2, 0
 4200, 5.0,  0.5, 0.0, 1.65,  60000,  5.0, 3.0,   3275,  10.0,  17.0,  10.3, 0
 4200, 5.0,  0.5, 0.0, 1.65,  60000, 10.0, 3.0,   1931,  16.9,  28.6,  17.4, 0
 4200, 5.0,  0.5, 0.0, 2.2,  60000,  1.0, 3.0,   3838,  13.1,  59.9,  14.1, 0
 4200, 5.0,  0.5, 0.0, 2.2,  60000,  5.0, 3.0,   2527,  19.9,  86.9,  21.3, 0
 4200, 5.0,  0.5, 0.0, 2.2,  60000, 10.0, 3.0,   1400,  35.8, 140.0,  38.1, 0
 4200, 5.0,  0.5, 0.0, 1.02,  60000,  1.0, 3.0,   4792,   8.2,   9.9,   8.3, 0
 4200, 5.0,  0.5, 0.0, 1.02,  60000,  5.0, 3.0,   2946,  13.3,  16.2,  13.5, 0
 4200, 5.0,  0.5, 0.0, 1.02,  60000, 10.0, 3.0,   1511,  25.8,  31.9,  26.1, 0
 4200, 5.0,  0.5, 0.0, 0.9,  75000,  1.0, 3.0,   5582,   5.7,  10.0,   6.0, 0
 4200, 5.0,  0.5, 0.0, 0.9,  75000,  5.0, 3.0,   3373,   9.4,  16.5,   9.8, 0
 4200, 5.0,  0.5, 0.0, 0.9,  75000, 10.0, 3.0,   1861,  17.0,  29.0,  17.6, 0
 4200, 5.0,  0.5, 0.0, 1.25,  75000,  1.0, 3.0,   3286,   9.4,  25.3,   9.9, 0
 4200, 5.0,  0.5, 0.0, 1.25,  75000,  5.0, 3.0,   2056,  15.0,  42.7,  15.8, 0
 4200, 5.0,  0.5, 0.0, 1.25,  75000, 10.0, 3.0,   1177,  26.1,  79.6,  27.4, 0
 4200, 5.0,  0.5, 0.0, 1.65,  75000,  1.0, 3.0,   5527,   5.3,   9.0,   5.5, 0
 4200, 5.0,  0.5, 0.0, 1.65,  75000,  5.0, 3.0,   3539,   8.3,  14.1,   8.5, 0
 4200, 5.0,  0.5, 0.0, 1.65,  75000, 10.0, 3.0,   1989,  14.7,  24.8,  15.1, 0
 4200, 5.0,  0.5, 0.0, 2.2,  75000,  1.0, 3.0,   4618,   9.8,  44.9,  10.5, 0
 4200, 5.0,  0.5, 0.0, 2.2,  75000,  5.0, 3.0,   2760,  16.4,  71.7,  17.5, 0
 4200, 5.0,  0.5, 0.0, 2.2,  75000, 10.0, 3.0,   1446,  31.0, 121.5,  33.1, 0
 4200, 5.0,  0.5, 0.0, 1.02,  75000,  1.0, 3.0,   6093,   5.8,   6.9,   5.8, 0
 4200, 5.0,  0.5, 0.0, 1.02,  75000,  5.0, 3.0,   3249,  10.8,  13.1,  11.0, 0
 4200, 5.0,  0.5, 0.0, 1.02,  75000, 10.0, 3.0,   1572,  22.2,  27.4,  22.5, 0
 4200, 5.0,  0.5, 0.0, 0.9,  80000,  1.0, 3.0,   5877,   5.3,   9.2,   5.5, 0
 4200, 5.0,  0.5, 0.0, 0.9,  80000,  5.0, 3.0,   3437,   9.0,  15.7,   9.3, 0
 4200, 5.0,  0.5, 0.0, 0.9,  80000, 10.0, 3.0,   1874,  16.4,  27.9,  16.9, 0
 4200, 5.0,  0.5, 0.0, 1.25,  80000,  1.0, 3.0,   3450,   8.7,  23.3,   9.1, 0
 4200, 5.0,  0.5, 0.0, 1.25,  80000,  5.0, 3.0,   2093,  14.3,  40.7,  15.0, 0
 4200, 5.0,  0.5, 0.0, 1.25,  80000, 10.0, 3.0,   1185,  25.1,  76.5,  26.4, 0
 4200, 5.0,  0.5, 0.0, 1.65,  80000,  1.0, 3.0,   5763,   5.0,   8.4,   5.1, 0
 4200, 5.0,  0.5, 0.0, 1.65,  80000,  5.0, 3.0,   3604,   7.9,  13.4,   8.1, 0
 4200, 5.0,  0.5, 0.0, 1.65,  80000, 10.0, 3.0,   2003,  14.2,  23.9,  14.5, 0
 4200, 5.0,  0.5, 0.0, 2.2,  80000,  1.0, 3.0,   4840,   9.0,  41.5,   9.7, 0
 4200, 5.0,  0.5, 0.0, 2.2,  80000,  5.0, 3.0,   2817,  15.5,  68.2,  16.6, 0
 4200, 5.0,  0.5, 0.0, 2.2,  80000, 10.0, 3.0,   1456,  29.8, 117.1,  31.8, 0
 4200, 5.0,  0.5, 0.0, 1.02,  80000,  1.0, 3.0,   6501,   5.2,   6.3,   5.3, 0
 4200, 5.0,  0.5, 0.0, 1.02,  80000,  5.0, 3.0,   3325,  10.2,  12.4,  10.4, 0
 4200, 5.0,  0.5, 0.0, 1.02,  80000, 10.0, 3.0,   1587,  21.3,  26.3,  21.6, 0
 4200, 5.0,  0.5, 0.0, 0.9, 100000,  1.0, 3.0,   6902,   4.0,   7.1,   4.2, 0
 4200, 5.0,  0.5, 0.0, 0.9, 100000,  5.0, 3.0,   3622,   7.6,  13.3,   7.9, 0
 4200, 5.0,  0.5, 0.0, 0.9, 100000, 10.0, 3.0,   1911,  14.3,  24.5,  14.9, 0
 4200, 5.0,  0.5, 0.0, 1.25, 100000,  1.0, 3.0,   4022,   6.7,  17.5,   7.0, 0
 4200, 5.0,  0.5, 0.0, 1.25, 100000,  5.0, 3.0,   2200,  12.2,  34.3,  12.8, 0
 4200, 5.0,  0.5, 0.0, 1.25, 100000, 10.0, 3.0,   1206,  22.1,  66.8,  23.1, 0
 4200, 5.0,  0.5, 0.0, 1.65, 100000,  1.0, 3.0,   6529,   3.9,   6.6,   4.0, 0
 4200, 5.0,  0.5, 0.0, 1.65, 100000,  5.0, 3.0,   3787,   6.7,  11.4,   6.9, 0
 4200, 5.0,  0.5, 0.0, 1.65, 100000, 10.0, 3.0,   2040,  12.4,  20.9,  12.8, 0
 4200, 5.0,  0.5, 0.0, 2.2, 100000,  1.0, 3.0,   5562,   7.0,  32.2,   7.5, 0
 4200, 5.0,  0.5, 0.0, 2.2, 100000,  5.0, 3.0,   2981,  13.1,  57.8,  14.0, 0
 4200, 5.0,  0.5, 0.0, 2.2, 100000, 10.0, 3.0,   1486,  26.1, 102.4,  27.9, 0
 4200, 5.0,  0.5, 0.0, 1.02, 100000,  1.0, 3.0,   7984,   3.8,   4.6,   3.9, 0
 4200, 5.0,  0.5, 0.0, 1.02, 100000,  5.0, 3.0,   3544,   8.6,  10.4,   8.7, 0
 4200, 5.0,  0.5, 0.0, 1.02, 100000, 10.0, 3.0,   1630,  18.5,  22.8,  18.8, 0
 4200, 5.0,  1.0, 0.0, 0.9,  60000,  1.0, 3.0,   5688,   6.4,  11.4,   6.6, 0
 4200, 5.0,  1.0, 0.0, 0.9,  60000,  5.0, 3.0,   3788,   9.5,  16.9,   9.9, 0
 4200, 5.0,  1.0, 0.0, 0.9,  60000, 10.0, 3.0,   2146,  16.7,  29.0,  17.3, 0
 4200, 5.0,  1.0, 0.0, 1.25,  60000,  1.0, 3.0,   3419,  10.2,  26.9,  10.7, 0
 4200, 5.0,  1.0, 0.0, 1.25,  60000,  5.0, 3.0,   2374,  14.6,  39.3,  15.3, 0
 4200, 5.0,  1.0, 0.0, 1.25,  60000, 10.0, 3.0,   1410,  24.4,  67.4,  25.6, 0
 4200, 5.0,  1.0, 0.0, 1.65,  60000,  1.0, 3.0,   5457,   6.2,  10.5,   6.3, 0
 4200, 5.0,  1.0, 0.0, 1.65,  60000,  5.0, 3.0,   3789,   8.9,  15.0,   9.1, 0
 4200, 5.0,  1.0, 0.0, 1.65,  60000, 10.0, 3.0,   2230,  15.0,  25.2,  15.3, 0
 4200, 5.0,  1.0, 0.0, 2.2,  60000,  1.0, 3.0,   4498,  11.4,  47.4,  12.2, 0
 4200, 5.0,  1.0, 0.0, 2.2,  60000,  5.0, 3.0,   3004,  17.1,  68.3,  18.2, 0
 4200, 5.0,  1.0, 0.0, 2.2,  60000, 10.0, 3.0,   1685,  30.2, 110.2,  32.2, 0
 4200, 5.0,  1.0, 0.0, 1.02,  60000,  1.0, 3.0,   5486,   7.2,   8.8,   7.3, 0
 4200, 5.0,  1.0, 0.0, 1.02,  60000,  5.0, 3.0,   3453,  11.4,  14.2,  11.6, 0
 4200, 5.0,  1.0, 0.0, 1.02,  60000, 10.0, 3.0,   1813,  21.6,  27.4,  21.9, 0
 4200, 5.0,  1.0, 0.0, 0.9,  75000,  1.0, 3.0,   6938,   4.7,   8.3,   4.9, 0
 4200, 5.0,  1.0, 0.0, 0.9,  75000,  5.0, 3.0,   4119,   7.9,  13.9,   8.2, 0
 4200, 5.0,  1.0, 0.0, 0.9,  75000, 10.0, 3.0,   2216,  14.5,  25.1,  15.1, 0
 4200, 5.0,  1.0, 0.0, 1.25,  75000,  1.0, 3.0,   4083,   7.6,  20.0,   8.0, 0
 4200, 5.0,  1.0, 0.0, 1.25,  75000,  5.0, 3.0,   2565,  12.1,  32.4,  12.7, 0
 4200, 5.0,  1.0, 0.0, 1.25,  75000, 10.0, 3.0,   1452,  21.2,  58.3,  22.3, 0
 4200, 5.0,  1.0, 0.0, 1.65,  75000,  1.0, 3.0,   6442,   4.7,   7.9,   4.8, 0
 4200, 5.0,  1.0, 0.0, 1.65,  75000,  5.0, 3.0,   4097,   7.4,  12.4,   7.5, 0
 4200, 5.0,  1.0, 0.0, 1.65,  75000, 10.0, 3.0,   2298,  13.0,  21.9,  13.3, 0
 4200, 5.0,  1.0, 0.0, 2.2,  75000,  1.0, 3.0,   5369,   8.6,  35.6,   9.2, 0
 4200, 5.0,  1.0, 0.0, 2.2,  75000,  5.0, 3.0,   3274,  14.0,  56.4,  15.0, 0
 4200, 5.0,  1.0, 0.0, 2.2,  75000, 10.0, 3.0,   1738,  26.3,  95.6,  28.0, 0
 4200, 5.0,  1.0, 0.0, 1.02,  75000,  1.0, 3.0,   6887,   5.1,   6.3,   5.2, 0
 4200, 5.0,  1.0, 0.0, 1.02,  75000,  5.0, 3.0,   3794,   9.3,  11.5,   9.4, 0
 4200, 5.0,  1.0, 0.0, 1.02,  75000, 10.0, 3.0,   1883,  18.6,  23.6,  18.9, 0
 4200, 5.0,  1.0, 0.0, 0.9,  80000,  1.0, 3.0,   7317,   4.3,   7.7,   4.5, 0
 4200, 5.0,  1.0, 0.0, 0.9,  80000,  5.0, 3.0,   4201,   7.5,  13.2,   7.8, 0
 4200, 5.0,  1.0, 0.0, 0.9,  80000, 10.0, 3.0,   2233,  13.9,  24.2,  14.5, 0
 4200, 5.0,  1.0, 0.0, 1.25,  80000,  1.0, 3.0,   4281,   7.0,  18.5,   7.4, 0
 4200, 5.0,  1.0, 0.0, 1.25,  80000,  5.0, 3.0,   2611,  11.5,  30.9,  12.1, 0
 4200, 5.0,  1.0, 0.0, 1.25,  80000, 10.0, 3.0,   1462,  20.4,  55.9,  21.4, 0
 4200, 5.0,  1.0, 0.0, 1.65,  80000,  1.0, 3.0,   6723,   4.3,   7.4,   4.5, 0
 4200, 5.0,  1.0, 0.0, 1.65,  80000,  5.0, 3.0,   4172,   7.0,  11.8,   7.2, 0
 4200, 5.0,  1.0, 0.0, 1.65,  80000, 10.0, 3.0,   2313,  12.5,  21.0,  12.8, 0
 4200, 5.0,  1.0, 0.0, 2.2,  80000,  1.0, 3.0,   5615,   7.9,  33.0,   8.5, 0
 4200, 5.0,  1.0, 0.0, 2.2,  80000,  5.0, 3.0,   3341,  13.3,  53.7,  14.2, 0
 4200, 5.0,  1.0, 0.0, 2.2,  80000, 10.0, 3.0,   1751,  25.2,  92.2,  26.9, 0
 4200, 5.0,  1.0, 0.0, 1.02,  80000,  1.0, 3.0,   7321,   4.7,   5.7,   4.7, 0
 4200, 5.0,  1.0, 0.0, 1.02,  80000,  5.0, 3.0,   3878,   8.8,  10.9,   8.9, 0
 4200, 5.0,  1.0, 0.0, 1.02,  80000, 10.0, 3.0,   1899,  17.8,  22.6,  18.1, 0
 4200, 5.0,  1.0, 0.0, 0.9, 100000,  1.0, 3.0,   8645,   3.2,   5.8,   3.4, 0
 4200, 5.0,  1.0, 0.0, 0.9, 100000,  5.0, 3.0,   4435,   6.3,  11.2,   6.6, 0
 4200, 5.0,  1.0, 0.0, 0.9, 100000, 10.0, 3.0,   2279,  12.2,  21.2,  12.7, 0
 4200, 5.0,  1.0, 0.0, 1.25, 100000,  1.0, 3.0,   4965,   5.4,  14.1,   5.7, 0
 4200, 5.0,  1.0, 0.0, 1.25, 100000,  5.0, 3.0,   2745,   9.8,  26.1,  10.3, 0
 4200, 5.0,  1.0, 0.0, 1.25, 100000, 10.0, 3.0,   1489,  17.9,  48.9,  18.8, 0
 4200, 5.0,  1.0, 0.0, 1.65, 100000,  1.0, 3.0,   7645,   3.4,   5.8,   3.5, 0
 4200, 5.0,  1.0, 0.0, 1.65, 100000,  5.0, 3.0,   4386,   5.9,  10.0,   6.1, 0
 4200, 5.0,  1.0, 0.0, 1.65, 100000, 10.0, 3.0,   2357,  11.0,  18.4,  11.3, 0
 4200, 5.0,  1.0, 0.0, 2.2, 100000,  1.0, 3.0,   6409,   6.2,  25.7,   6.7, 0
 4200, 5.0,  1.0, 0.0, 2.2, 100000,  5.0, 3.0,   3530,  11.3,  45.5,  12.0, 0
 4200, 5.0,  1.0, 0.0, 2.2, 100000, 10.0, 3.0,   1785,  22.1,  80.6,  23.6, 0
 4200, 5.0,  1.0, 0.0, 1.02, 100000,  1.0, 3.0,   8878,   3.4,   4.2,   3.5, 0
 4200, 5.0,  1.0, 0.0, 1.02, 100000,  5.0, 3.0,   4123,   7.4,   9.2,   7.5, 0
 4200, 5.0,  1.0, 0.0, 1.02, 100000, 10.0, 3.0,   1947,  15.6,  19.7,  15.8, 0
 4200, 5.5, -1.0, 0.0, 0.9,  60000,  1.0, 3.0,   1658,  20.6,  34.0,  21.3, 0
 4200, 5.5, -1.0, 0.0, 0.9,  60000,  5.0, 3.0,   1222,  28.0,  46.4,  28.8, 0
 4200, 5.5, -1.0, 0.0, 0.9,  60000, 10.0, 3.0,    805,  42.4,  68.6,  43.4, 0
 4200, 5.5, -1.0, 0.0, 1.25,  60000,  1.0, 3.0,    848,  40.4, 179.6,  42.7, 0
 4200, 5.5, -1.0, 0.0, 1.25,  60000,  5.0, 3.0,    640,  53.4, 301.0,  56.5, 0
 4200, 5.5, -1.0, 0.0, 1.25,  60000, 10.0, 3.0,    436,  78.4, 557.1,  83.1, 0
 4200, 5.5, -1.0, 0.0, 1.65,  60000,  1.0, 3.0,   1056,  32.2,  54.0,  33.2, 0
 4200, 5.5, -1.0, 0.0, 1.65,  60000,  5.0, 3.0,    744,  45.8,  78.0,  47.4, 0
 4200, 5.5, -1.0, 0.0, 1.65,  60000, 10.0, 3.0,    462,  73.6, 128.7,  76.7, 0
 4200, 5.5, -1.0, 0.0, 2.2,  60000,  1.0, 3.0,    751,  68.4, 299.3,  73.4, 0
 4200, 5.5, -1.0, 0.0, 2.2,  60000,  5.0, 3.0,    499, 102.7, 427.0, 109.8, 0
 4200, 5.5, -1.0, 0.0, 2.2,  60000, 10.0, 3.0,    280, 182.6, 689.4, 195.4, 0
 4200, 5.5, -1.0, 0.0, 1.02,  60000,  1.0, 3.0,   1719,  22.1,  25.8,  22.4, 0
 4200, 5.5, -1.0, 0.0, 1.02,  60000,  5.0, 3.0,   1025,  37.0,  43.0,  37.5, 0
 4200, 5.5, -1.0, 0.0, 1.02,  60000, 10.0, 3.0,    514,  73.7,  85.2,  74.6, 0
 4200, 5.5, -1.0, 0.0, 0.9,  75000,  1.0, 3.0,   1934,  15.8,  25.7,  16.3, 0
 4200, 5.5, -1.0, 0.0, 0.9,  75000,  5.0, 3.0,   1302,  23.5,  38.7,  24.2, 0
 4200, 5.5, -1.0, 0.0, 0.9,  75000, 10.0, 3.0,    825,  37.0,  59.4,  38.0, 0
 4200, 5.5, -1.0, 0.0, 1.25,  75000,  1.0, 3.0,    986,  31.1, 122.3,  32.8, 0
 4200, 5.5, -1.0, 0.0, 1.25,  75000,  5.0, 3.0,    679,  45.1, 242.9,  47.6, 0
 4200, 5.5, -1.0, 0.0, 1.25,  75000, 10.0, 3.0,    446,  68.6, 476.8,  72.7, 0
 4200, 5.5, -1.0, 0.0, 1.65,  75000,  1.0, 3.0,   1247,  24.5,  40.5,  25.1, 0
