Temp, logg, [Fe/H], Alpha, Band, Resolution, vsini, Sampling, Quality, Cond. 1, Cond. 2, Cond. 3
 4200, 4.0, -0.5, 0.0, Z,  60k,  1.0, 3.0,   3875,   9.2,  15.7,   9.5
