Temp, logg, [Fe/H], Alpha, Band, Resolution, vsini, Sampling, Quality, Cond. 1, Cond. 2, Cond. 3, correct flag
 3900, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1682,  18.3,  55.6,  19.2, 0
 3900, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    924,  33.1, 112.0,  34.8, 0
 3900, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5447,   5.3,   8.9,   5.4, 0
 3900, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3510,   8.2,  13.8,   8.5, 0
 3900, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1905,  15.2,  25.3,  15.6, 0
 3900, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   4234,   7.3,  32.7,   7.8, 0
 3900, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2493,  12.3,  53.6,  13.2, 0
 3900, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1270,  24.2,  97.0,  25.9, 0
 3900, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,   6179,   4.6,   7.9,   4.8, 0
 3900, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   3092,   9.3,  15.9,   9.6, 0
 3900, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   1591,  18.0,  30.1,  18.6, 0
 3900, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   7534,   4.1,   4.9,   4.2, 0
 3900, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3182,   9.8,  11.7,   9.9, 0
 3900, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1397,  22.3,  26.8,  22.6, 0
 3900, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   3501,   7.6,  20.2,   8.0, 0
 3900, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   1809,  14.7,  44.3,  15.5, 0
 3900, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    949,  27.9,  93.5,  29.3, 0
 3900, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6368,   3.9,   6.6,   4.0, 0
 3900, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3761,   6.7,  11.1,   6.8, 0
 3900, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1957,  12.8,  21.3,  13.1, 0
 3900, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   5127,   5.2,  23.3,   5.6, 0
 3900, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   2699,   9.9,  43.0,  10.6, 0
 3900, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1308,  20.4,  81.5,  21.8, 0
 3800, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   5009,   6.6,  11.3,   6.9, 0
 3800, 4.5,  0.0, 0.0, Z,  75k,  5.0, 3.0,   2874,  11.6,  19.7,  12.0, 0
 3800, 4.5,  0.0, 0.0, Z,  75k, 10.0, 3.0,   1531,  21.6,  35.9,  22.4, 0
 3800, 4.5,  0.0, 0.0, Y,  75k,  1.0, 3.0,   5826,   6.2,   7.3,   6.3, 0
 3800, 4.5,  0.0, 0.0, Y,  75k,  5.0, 3.0,   2962,  12.2,  14.5,  12.3, 0
 3800, 4.5,  0.0, 0.0, Y,  75k, 10.0, 3.0,   1362,  26.5,  31.7,  26.8, 0
 3800, 4.5,  0.0, 0.0, J,  75k,  1.0, 3.0,   2805,  11.0,  29.6,  11.5, 0
 3800, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1661,  18.5,  54.9,  19.4, 0
 3800, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    903,  33.9, 111.2,  35.6, 0
 3800, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5362,   5.4,   9.0,   5.5, 0
 3800, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3492,   8.3,  13.8,   8.5, 0
 3800, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1904,  15.1,  25.2,  15.5, 0
 3800, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   4181,   7.3,  31.6,   7.9, 0
 3800, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2459,  12.5,  52.3,  13.4, 0
 3800, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1251,  24.6,  96.1,  26.3, 0
 3800, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,   6377,   4.5,   7.7,   4.7, 0
 3800, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   3103,   9.3,  15.8,   9.6, 0
 3800, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   1576,  18.2,  30.3,  18.8, 0
 3800, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   7783,   4.0,   4.8,   4.1, 0
 3800, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3251,   9.6,  11.4,   9.7, 0
 3800, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1419,  22.0,  26.3,  22.3, 0
 3800, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   3528,   7.6,  19.6,   7.9, 0
 3800, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   1789,  14.9,  43.7,  15.6, 0
 3800, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    929,  28.5,  92.8,  29.9, 0
 3800, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6240,   4.0,   6.7,   4.1, 0
 3800, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3738,   6.7,  11.2,   6.9, 0
 3800, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1956,  12.7,  21.2,  13.1, 0
 3800, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   5069,   5.2,  22.5,   5.6, 0
 3800, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   2663,  10.0,  41.8,  10.7, 0
 3800, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1289,  20.7,  80.6,  22.1, 0
 3700, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   5233,   6.4,  10.9,   6.6, 0
 3700, 4.5,  0.0, 0.0, Z,  75k,  5.0, 3.0,   2928,  11.4,  19.4,  11.8, 0
 3700, 4.5,  0.0, 0.0, Z,  75k, 10.0, 3.0,   1532,  21.7,  35.9,  22.4, 0
 3700, 4.5,  0.0, 0.0, Y,  75k,  1.0, 3.0,   6012,   6.0,   7.1,   6.1, 0
 3700, 4.5,  0.0, 0.0, Y,  75k,  5.0, 3.0,   3034,  11.9,  14.2,  12.0, 0
 3700, 4.5,  0.0, 0.0, Y,  75k, 10.0, 3.0,   1388,  26.0,  31.1,  26.3, 0
 3700, 4.5,  0.0, 0.0, J,  75k,  1.0, 3.0,   2827,  10.9,  28.7,  11.4, 0
 3700, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1652,  18.6,  53.7,  19.5, 0
 3700, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    889,  34.5, 109.1,  36.1, 0
 3700, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5250,   5.5,   9.2,   5.6, 0
 3700, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3452,   8.3,  13.9,   8.5, 0
 3700, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1899,  15.1,  25.1,  15.5, 0
 3700, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   4182,   7.3,  29.8,   7.8, 0
 3700, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2454,  12.5,  49.6,  13.4, 0
 3700, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1246,  24.7,  92.4,  26.4, 0
 3700, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,   6768,   4.3,   7.3,   4.5, 0
 3700, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   3170,   9.1,  15.6,   9.5, 0
 3700, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   1579,  18.3,  30.3,  18.9, 0
 3700, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   8062,   3.9,   4.6,   3.9, 0
 3700, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3333,   9.4,  11.1,   9.5, 0
 3700, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1447,  21.6,  25.8,  21.9, 0
 3700, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   3585,   7.4,  18.9,   7.8, 0
 3700, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   1782,  15.0,  42.6,  15.7, 0
 3700, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    914,  29.0,  91.1,  30.4, 0
 3700, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6094,   4.1,   6.8,   4.2, 0
 3700, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3690,   6.7,  11.3,   6.9, 0
 3700, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1950,  12.7,  21.2,  13.1, 0
 3700, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   5086,   5.2,  21.0,   5.6, 0
 3700, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   2657,  10.0,  39.7,  10.7, 0
 3700, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1284,  20.8,  77.4,  22.2, 0
 3600, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   5688,   5.9,  10.2,   6.1, 0
 3600, 4.5,  0.0, 0.0, Z,  75k,  5.0, 3.0,   3084,  10.9,  18.6,  11.3, 0
 3600, 4.5,  0.0, 0.0, Z,  75k, 10.0, 3.0,   1573,  21.3,  35.2,  22.0, 0
 3600, 4.5,  0.0, 0.0, Y,  75k,  1.0, 3.0,   6281,   5.8,   6.8,   5.8, 0
 3600, 4.5,  0.0, 0.0, Y,  75k,  5.0, 3.0,   3148,  11.5,  13.7,  11.6, 0
 3600, 4.5,  0.0, 0.0, Y,  75k, 10.0, 3.0,   1434,  25.2,  30.1,  25.5, 0
 3600, 4.5,  0.0, 0.0, J,  75k,  1.0, 3.0,   2891,  10.7,  27.4,  11.2, 0
 3600, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1665,  18.5,  51.6,  19.4, 0
 3600, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    886,  34.6, 105.4,  36.2, 0
 3600, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5177,   5.5,   9.3,   5.7, 0
 3600, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3417,   8.4,  14.0,   8.6, 0
 3600, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1897,  15.0,  25.1,  15.4, 0
 3600, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   4294,   7.1,  27.3,   7.6, 0
 3600, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2511,  12.2,  45.6,  13.0, 0
 3600, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1272,  24.2,  85.4,  25.8, 0
 3600, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,   7489,   3.9,   6.7,   4.0, 0
 3600, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   3352,   8.7,  14.9,   9.0, 0
 3600, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   1625,  17.9,  29.6,  18.5, 0
 3600, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   8451,   3.7,   4.4,   3.7, 0
 3600, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3460,   9.0,  10.7,   9.2, 0
 3600, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1495,  20.9,  25.0,  21.2, 0
 3600, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   3698,   7.2,  17.9,   7.6, 0
 3600, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   1799,  14.8,  41.0,  15.5, 0
 3600, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    913,  29.0,  87.9,  30.4, 0
 3600, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6017,   4.1,   6.9,   4.2, 0
 3600, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3649,   6.8,  11.4,   7.0, 0
 3600, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1947,  12.7,  21.2,  13.0, 0
 3600, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   5239,   5.0,  19.2,   5.4, 0
 3600, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   2721,   9.7,  36.4,  10.4, 0
 3600, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1311,  20.3,  71.4,  21.7, 0
 3500, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   6352,   5.3,   9.3,   5.5, 0
 3500, 4.5,  0.0, 0.0, Z,  75k,  5.0, 3.0,   3340,  10.1,  17.4,  10.5, 0
 3500, 4.5,  0.0, 0.0, Z,  75k, 10.0, 3.0,   1655,  20.4,  33.7,  21.0, 0
 3500, 4.5,  0.0, 0.0, Y,  75k,  1.0, 3.0,   6610,   5.5,   6.5,   5.5, 0
 3500, 4.5,  0.0, 0.0, Y,  75k,  5.0, 3.0,   3292,  11.0,  13.1,  11.1, 0
 3500, 4.5,  0.0, 0.0, Y,  75k, 10.0, 3.0,   1494,  24.2,  28.9,  24.5, 0
 3500, 4.5,  0.0, 0.0, J,  75k,  1.0, 3.0,   2994,  10.3,  25.8,  10.8, 0
 3500, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1699,  18.1,  49.0,  19.0, 0
 3500, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    894,  34.3, 100.4,  35.9, 0
 3500, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5154,   5.5,   9.4,   5.6, 0
 3500, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3381,   8.4,  14.2,   8.6, 0
 3500, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1885,  15.1,  25.3,  15.5, 0
 3500, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   4516,   6.7,  24.4,   7.2, 0
 3500, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2635,  11.6,  40.7,  12.3, 0
 3500, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1330,  23.1,  76.8,  24.7, 0
 3500, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,   8497,   3.5,   6.0,   3.6, 0
 3500, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   3644,   8.0,  13.9,   8.3, 0
 3500, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   1714,  17.0,  28.4,  17.6, 0
 3500, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   8921,   3.5,   4.2,   3.6, 0
 3500, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3622,   8.7,  10.3,   8.8, 0
 3500, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1558,  20.1,  24.0,  20.4, 0
 3500, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   3862,   6.9,  16.8,   7.3, 0
 3500, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   1839,  14.5,  38.9,  15.2, 0
 3500, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    922,  28.8,  83.7,  30.1, 0
 3500, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6028,   4.1,   6.9,   4.2, 0
 3500, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3611,   6.8,  11.5,   7.0, 0
 3500, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1935,  12.7,  21.3,  13.0, 0
 3500, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   5526,   4.8,  17.2,   5.1, 0
 3500, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   2855,   9.2,  32.5,   9.8, 0
 3500, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1371,  19.4,  64.2,  20.7, 0
 3400, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   7165,   4.8,   8.4,   4.9, 0
 3400, 4.5,  0.0, 0.0, Z,  75k,  5.0, 3.0,   3678,   9.3,  16.1,   9.6, 0
 3400, 4.5,  0.0, 0.0, Z,  75k, 10.0, 3.0,   1776,  19.1,  31.9,  19.8, 0
 3400, 4.5,  0.0, 0.0, Y,  75k,  1.0, 3.0,   6923,   5.2,   6.2,   5.3, 0
 3400, 4.5,  0.0, 0.0, Y,  75k,  5.0, 3.0,   3493,  10.4,  12.3,  10.5, 0
 3400, 4.5,  0.0, 0.0, Y,  75k, 10.0, 3.0,   1622,  22.4,  26.6,  22.6, 0
 3400, 4.5,  0.0, 0.0, J,  75k,  1.0, 3.0,   3145,   9.8,  24.0,  10.3, 0
 3400, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1758,  17.5,  45.9,  18.4, 0
 3400, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    914,  33.5,  94.1,  35.1, 0
 3400, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5148,   5.5,   9.5,   5.6, 0
 3400, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3334,   8.5,  14.6,   8.7, 0
 3400, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1856,  15.2,  26.0,  15.6, 0
 3400, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   4804,   6.3,  21.7,   6.7, 0
 3400, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2801,  10.8,  36.1,  11.5, 0
 3400, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1408,  21.8,  68.4,  23.2, 0
 3400, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,   9692,   3.1,   5.4,   3.2, 0
 3400, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   4026,   7.3,  12.8,   7.6, 0
 3400, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   1843,  16.0,  26.8,  16.5, 0
 3400, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   9313,   3.4,   4.0,   3.4, 0
 3400, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3835,   8.2,   9.7,   8.3, 0
 3400, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1689,  18.6,  22.1,  18.8, 0
 3400, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   4091,   6.5,  15.6,   6.9, 0
 3400, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   1906,  14.0,  36.4,  14.7, 0
 3400, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    943,  28.1,  78.5,  29.4, 0
 3400, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6072,   4.0,   7.0,   4.1, 0
 3400, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3564,   6.9,  11.8,   7.1, 0
 3400, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1905,  12.8,  21.9,  13.2, 0
 3400, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   5888,   4.4,  15.3,   4.7, 0
 3400, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   3035,   8.6,  28.8,   9.2, 0
 3400, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1453,  18.3,  57.2,  19.5, 0
 3300, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   8076,   4.3,   7.6,   4.4, 0
 3300, 4.5,  0.0, 0.0, Z,  75k,  5.0, 3.0,   4077,   8.4,  14.8,   8.7, 0
 3300, 4.5,  0.0, 0.0, Z,  75k, 10.0, 3.0,   1928,  17.8,  29.8,  18.4, 0
 3300, 4.5,  0.0, 0.0, Y,  75k,  1.0, 3.0,   6617,   5.5,   6.7,   5.6, 0
 3300, 4.5,  0.0, 0.0, Y,  75k,  5.0, 3.0,   3595,  10.2,  12.2,  10.3, 0
 3300, 4.5,  0.0, 0.0, Y,  75k, 10.0, 3.0,   1840,  19.9,  23.6,  20.1, 0
 3300, 4.5,  0.0, 0.0, J,  75k,  1.0, 3.0,   3363,   9.2,  22.0,   9.6, 0
 3300, 4.5,  0.0, 0.0, J,  75k,  5.0, 3.0,   1851,  16.7,  42.3,  17.5, 0
 3300, 4.5,  0.0, 0.0, J,  75k, 10.0, 3.0,    951,  32.3,  86.7,  33.8, 0
 3300, 4.5,  0.0, 0.0, H,  75k,  1.0, 3.0,   5139,   5.5,   9.7,   5.6, 0
 3300, 4.5,  0.0, 0.0, H,  75k,  5.0, 3.0,   3278,   8.6,  15.1,   8.8, 0
 3300, 4.5,  0.0, 0.0, H,  75k, 10.0, 3.0,   1809,  15.5,  27.2,  16.0, 0
 3300, 4.5,  0.0, 0.0, K,  75k,  1.0, 3.0,   5090,   5.9,  19.7,   6.3, 0
 3300, 4.5,  0.0, 0.0, K,  75k,  5.0, 3.0,   2965,  10.2,  32.7,  10.8, 0
 3300, 4.5,  0.0, 0.0, K,  75k, 10.0, 3.0,   1488,  20.6,  62.2,  21.9, 0
 3300, 4.5,  0.0, 0.0, Z, 100k,  1.0, 3.0,  11002,   2.7,   4.8,   2.8, 0
 3300, 4.5,  0.0, 0.0, Z, 100k,  5.0, 3.0,   4474,   6.7,  11.7,   6.9, 0
 3300, 4.5,  0.0, 0.0, Z, 100k, 10.0, 3.0,   2005,  14.8,  25.0,  15.3, 0
 3300, 4.5,  0.0, 0.0, Y, 100k,  1.0, 3.0,   8714,   3.6,   4.4,   3.7, 0
 3300, 4.5,  0.0, 0.0, Y, 100k,  5.0, 3.0,   3906,   8.1,   9.7,   8.2, 0
 3300, 4.5,  0.0, 0.0, Y, 100k, 10.0, 3.0,   1901,  16.7,  19.7,  16.9, 0
 3300, 4.5,  0.0, 0.0, J, 100k,  1.0, 3.0,   4411,   6.1,  14.2,   6.4, 0
 3300, 4.5,  0.0, 0.0, J, 100k,  5.0, 3.0,   2009,  13.3,  33.6,  13.9, 0
 3300, 4.5,  0.0, 0.0, J, 100k, 10.0, 3.0,    982,  27.0,  72.3,  28.3, 0
 3300, 4.5,  0.0, 0.0, H, 100k,  1.0, 3.0,   6113,   4.0,   7.1,   4.1, 0
 3300, 4.5,  0.0, 0.0, H, 100k,  5.0, 3.0,   3509,   6.9,  12.2,   7.1, 0
 3300, 4.5,  0.0, 0.0, H, 100k, 10.0, 3.0,   1859,  13.1,  22.9,  13.5, 0
 3300, 4.5,  0.0, 0.0, K, 100k,  1.0, 3.0,   6246,   4.2,  13.9,   4.4, 0
 3300, 4.5,  0.0, 0.0, K, 100k,  5.0, 3.0,   3214,   8.1,  26.1,   8.6, 0
 3300, 4.5,  0.0, 0.0, K, 100k, 10.0, 3.0,   1535,  17.3,  52.0,  18.4, 0
 3200, 4.5,  0.0, 0.0, Z,  75k,  1.0, 3.0,   9140,   3.8,   6.8,   4.0, 0
