Temp, logg, [Fe/H], Alpha, Band, Resolution, vsini, Sampling, Quality, Cond. 1, Cond. 2, Cond. 3, correct flag
 2600, 5.0,  0.0, 0.0, J, 100k,  1.0, 3.0,  10134,   2.6,   6.6,   2.7, 0
 2600, 5.0,  0.0, 0.0, J, 100k,  5.0, 3.0,   4239,   6.2,  16.3,   6.5, 0
 2600, 5.0,  0.0, 0.0, J, 100k, 10.0, 3.0,   2004,  12.8,  33.5,  13.5, 0
 2600, 5.0,  0.0, 0.0, H, 100k,  1.0, 3.0,   7591,   3.2,   6.3,   3.3, 0
 2600, 5.0,  0.0, 0.0, H, 100k,  5.0, 3.0,   4219,   5.8,  11.8,   6.0, 0
 2600, 5.0,  0.0, 0.0, H, 100k, 10.0, 3.0,   2257,  10.8,  22.7,  11.2, 0
 2600, 5.0,  0.0, 0.0, K, 100k,  1.0, 3.0,  10135,   2.5,   7.2,   2.7, 0
 2600, 5.0,  0.0, 0.0, K, 100k,  5.0, 3.0,   5363,   4.7,  14.4,   5.0, 0
 2600, 5.0,  0.0, 0.0, K, 100k, 10.0, 3.0,   2764,   9.4,  29.1,  10.1, 0
 2500, 5.0,  0.0, 0.0, Z,  75k,  1.0, 3.0,  19321,   1.7,   4.1,   1.8, 0
 2500, 5.0,  0.0, 0.0, Z,  75k,  5.0, 3.0,  10363,   3.2,   7.5,   3.4, 0
 2500, 5.0,  0.0, 0.0, Z,  75k, 10.0, 3.0,   5104,   6.5,  14.0,   6.8, 0
 2500, 5.0,  0.0, 0.0, Y,  75k,  1.0, 3.0,  14928,   2.5,   3.6,   2.6, 0
 2500, 5.0,  0.0, 0.0, Y,  75k,  5.0, 3.0,   7491,   5.0,   7.0,   5.1, 0
 2500, 5.0,  0.0, 0.0, Y,  75k, 10.0, 3.0,   3841,   9.8,  12.8,  10.0, 0
 2500, 5.0,  0.0, 0.0, J,  75k,  1.0, 3.0,   8470,   3.6,   9.2,   3.8, 0
 2500, 5.0,  0.0, 0.0, J,  75k,  5.0, 3.0,   4351,   6.9,  18.5,   7.3, 0
 2500, 5.0,  0.0, 0.0, J,  75k, 10.0, 3.0,   2151,  13.7,  37.0,  14.5, 0
 2500, 5.0,  0.0, 0.0, H,  75k,  1.0, 3.0,   6840,   4.1,   8.1,   4.2, 0
 2500, 5.0,  0.0, 0.0, H,  75k,  5.0, 3.0,   4321,   6.5,  13.4,   6.7, 0
 2500, 5.0,  0.0, 0.0, H,  75k, 10.0, 3.0,   2448,  11.5,  24.3,  12.0, 0
 2500, 5.0,  0.0, 0.0, K,  75k,  1.0, 3.0,   9334,   3.1,   9.1,   3.3, 0
 2500, 5.0,  0.0, 0.0, K,  75k,  5.0, 3.0,   5637,   5.2,  15.8,   5.5, 0
 2500, 5.0,  0.0, 0.0, K,  75k, 10.0, 3.0,   3063,   9.8,  30.9,  10.5, 0
 2500, 5.0,  0.0, 0.0, Z, 100k,  1.0, 3.0,  25474,   1.2,   2.8,   1.2, 0
 2500, 5.0,  0.0, 0.0, Z, 100k,  5.0, 3.0,  11298,   2.6,   6.0,   2.7, 0
 2500, 5.0,  0.0, 0.0, Z, 100k, 10.0, 3.0,   5288,   5.5,  11.8,   5.7, 0
 2500, 5.0,  0.0, 0.0, Y, 100k,  1.0, 3.0,  20416,   1.6,   2.3,   1.6, 0
 2500, 5.0,  0.0, 0.0, Y, 100k,  5.0, 3.0,   8197,   4.0,   5.5,   4.0, 0
 2500, 5.0,  0.0, 0.0, Y, 100k, 10.0, 3.0,   3960,   8.3,  10.8,   8.4, 0
 2500, 5.0,  0.0, 0.0, J, 100k,  1.0, 3.0,  11467,   2.3,   5.8,   2.4, 0
 2500, 5.0,  0.0, 0.0, J, 100k,  5.0, 3.0,   4762,   5.5,  14.5,   5.8, 0
 2500, 5.0,  0.0, 0.0, J, 100k, 10.0, 3.0,   2228,  11.4,  30.7,  12.1, 0
 2500, 5.0,  0.0, 0.0, H, 100k,  1.0, 3.0,   8282,   2.9,   5.6,   3.0, 0
 2500, 5.0,  0.0, 0.0, H, 100k,  5.0, 3.0,   4621,   5.3,  10.7,   5.5, 0
 2500, 5.0,  0.0, 0.0, H, 100k, 10.0, 3.0,   2513,   9.7,  20.4,  10.1, 0
 2500, 5.0,  0.0, 0.0, K, 100k,  1.0, 3.0,  11518,   2.2,   6.2,   2.3, 0
 2500, 5.0,  0.0, 0.0, K, 100k,  5.0, 3.0,   6061,   4.2,  12.6,   4.4, 0
 2500, 5.0,  0.0, 0.0, K, 100k, 10.0, 3.0,   3146,   8.3,  25.8,   8.8, 0
